label,fitur,fitur_translated
0,bahaya dage kurban dibungku kresek hitam yusuf ridwan kantong plastik kresek berwarna hitam mengandung zat karsinogen zat pewarna tercampur dage akibat kontaminasi zat menyebabkan kanker yusuf ridwan kantong plastik kresek berwarna hitam mengandung zat karsinogen zat pewarna tercampur dage akibat kontaminasi zat menyebabkan kanker,DAGE DAGE Sacrifice Berkapped Black Crackle Yusuf Ridwan Black Crackle Plastic Bag Contains Dage Color Carcinogen Substances Mixed Dage Due to Contamination Substance Causes Yusuf Ridwan Cancer Black Crackle Plastic Contains Color Carcinogen Substances Mixed Dage Due to Cancer Contamination
1,am hendropriyono meningg singapura innalilahiwainalrajiun mati pembantai rakyat hendroprayono d singapor jgn d ucapi meningg karna pembantai manusia,Am Hendropriyono Dising Singapore Innalilahiwainalrajiun Dead Budget of the People's Hendroprayono D Singapor Don't Rate Dising Because of Human Budder
0,penjelasan terkait video truk kontain bergambar jokowi maruf amin truk semi kontain paslon membawa,An explanation related to video container truck picture Jokowi Maruf Amin truck semi container paslon carrying
1,bahaya semut kutu jepang utk diabet info bahaya semut kutu jepang utk diabet sahabat sy magelang pengidap diabet kmd konsumsi semut kutu jepang yg mengobati diabet semut mengeluarkan insulin mengkonsumsi semut kutu jepang ususnya terkena bakteri rusak dipotong ususnya,"the dangers of Japanese lice ants for diabetes on the dangers of Japanese lice ants for diabetes, Magelang, the diabetes of diabetes, consumption of Japanese fleas consumption that treated ants of ants issued insulin consuming Japanese lice ants with the broken bacteria"
1,cnn indonesia berita berjudul sertifikat ganda kerja rezim jokowi cnn indonesia sertifikat ganda kerja rezim jokowi novemb,CNN Indonesia News titled Certificate Dual Work Jokowi Regime CNN Indonesia Double Certificate Work Jokowi Novemb Regime
1,paham politik gak sih aduh kelemahannya jokowi gak mudeng bikin kampret bodoh paham politik gak sih,political understanding doesn't work the weakness of Jokowi doesn't make a stupid kampret political understanding or not
1,judul berita prabowo mengaji dibutuhkan memimpin negara ah pokoknya prabowo laaah amin rai nyinyir yaaaa keh keh keh,"Prabowo News Title Prabowo Required Leading the State of State, Prabowo Laaah Amin Rai Nyinyir Yaaaa Happy Happy"
0,universita muhammadiyah kupang bantah menginisasi gerakan gantipresiden terkait salah dosennya insiat gerakan gantipresiden kabupaten manggarai barat nusa tenggara timur ntt universita muhammadiyah kupang umk membantah kampusnya terlibat gerakan,"Universa Muhammadiyah Kupang Denies Injecting Movement of Gantipresiden Related to the Literacy of the Manggarai West Nusa Tenggara East Nusa Tenggara Nusa Tenggara Muhammadiyah Movement, NTT Universa Muhammadiyah Kupang UMK denied his campus involved in movement"
0,pk gerindra purwakarta bantah pasang spanduk dinilai provokatif caleg partai gerindra pk menolak khilafah indonesia damai menolak khilafah wilayah purwakarta barisan muda muslim purwakarta,PK Gerindra Purwakarta denies pairs of banners assessed by provocative candidates Gerindra PK party rejects the Khilafah Indonesia Peace to reject the Khilafah region of Purwakarta young landscale Purwakarta
1,kalimantan barat memana menang songong kalah ngamuk,West Kalimantan Memana Wins Songong Lose Rocking
1,tersangka ujaran kebencian dosen usu himma dewiyana dibebaskan terima kasih bang romo syafi i ketua kahmi membantu membebaskan himma,The suspect said the USU Lecturer Himma Dewiyana was released thank you Bang Romo Syafi I KAHMI Chairperson helped free Himma
1,dedi mulyadi menghamili siswi mt bupati purwakarta calon wakil gubernur jawa barat dedi mulyadi membantah informasi menghamili siswi mt dedi saksi nikah anak tokoh masyarakat sumedang hamil menghamilinya,Dedi Mulyadi impregnated the MT student regent Purwakarta candidate Deputy Governor of West Java Dedi Mulyadi denied information impregnating MT Dedi Students Witness Marriage of the Children of Community Leaders Sumedang Pregnant Manchester
1,tuduh curi medali milik bambang pamungka muhammad yusuf buka suara mantan ketua jakmania larico ranggamon ramai medali bepe hilang m yusuf medali palsu tantenya pssi beda medali tim persija,Accused of stealing Bambang Pamungka Muhammad Yusuf opened the former voice of the Chairman of Jakmania Larico Ranggamon Busty Medal Bepe Lost M Yusuf Fake Medal Tantenya PSSI Different Medal Persija Team
1,malam jam pagi mengelilingi kabah malam jam pagi mengelilingi ka bah langit berwarna biru muda sa at penerima an doa taubat munajat ribu malam berdo a diterima tawaaf ka bah tolong orang rabbi minkulli zambi wa atubu illiahi mengirim doa temanmu allah menyelesaikan masalahmu tolong kirimkan orang semoga bermanfaat aamiin,"The night of the morning surrounded the hazarded night of the morning surrounding the light blue sky, at the recipient, the prayer of Munajat thousand nights was received by Tawaaf, bro, please want Rabbi Minkulli Zambi Wa Atubu Illliai sent your friend's prayer God to send your problem, please send people. Helpful"
1,pendaftaran peserta uji nyali dunia tran pabrik mercon pendaftaran peserta acara uji nyali dunia televisi tran spookier pengen ikutan uji nyali langsung kirim data email data diisi nama umur alamat pekerjaan motivasi uji nyali no telp,Registration of the world guts test participants Tran Mercon Factory Registration Participants in the World Nyali Test Television Tran Spookier Want to follow the Test of the Nyali Directly Send Data Email Data Filled with the name of the address of the address of the Test motivation for the Tel. Phone
1,kartu sim xl indosat smarfren telkomsel disadap badan intelijen as kemenkominfo badan regulasi telekomunikasi indonesia brti menerima laporan investigasi oper selul terkait dugaan penyadapan kartu sim buatan gemalto hutchinson xl axiata indosat telkomsel badan intelijen as nation secur agenc nsa govern commun headquart gchq,"Indosat Smarfren Telkomsel SIM card tapped the US Intelligence Agency for the Ministry of Communication and Information for the Indonesian Telecommunications Regulatory Agency, received a report on investigating the cellulent operation related to the alleged tapping of the Gemalto Hutchinson's SIM card, Indosat XL, Indosat Telkomsel Intelligence Agency as Nation Secur Agenc NSA Govern Commun Headquart GCHQ"
1,rombongan ani sandi ditilang miliki izin patwal puncak bogor rombongan ani sandi ditilang miliki izin patwal puncak bogor,"The entourage of Ani Passi was required to have permission to Patwal Puncak Bogor, the entourage of Ani Sandi was required to have permission to Patwal Puncak Bogor"
1,foto john kei disunt bismillah team mualaf center darussalam diwakili harsha agousta brahma sadewa jender lisz dewi purnamawati berangkat lp batu nusakambangan cilacap niat john kei masuk islam memutuskan masuk islam john kei alia john refra pemuda tutrean pulau kei juluki godfath of jakarta,Photo of John Kei Disur Bismillah Team Mualaf Center Darussalam represented Harsha Agousta Brahma Sadewa Gender Lisz Dewi Purnamawati Departing LP Nusakambangan Cilacap Intention John Kei Entering Islam Decides to Enter Islam John Kei Alia John Refra Youth Tutrean Kei Island Julki Godfath of Jakarta
0,pengoperasionalan kereta bandara teman kunjungan jakarta agustu transportasi kereta api bandara soekarno hatta,Operation of Airport Train Friend Visit Jakarta Agustu Train Transportation Soekarno Hatta Airport
0,tusuk gigi sebarkan hiv aid tusuk gigi sebarkan hiv aid,Toothpicks Spread HIV Aid Toothpicks Spread HIV AID
1,pelaku bom kampung melayu anggota polisi pelaku bom kampung melayu anggota polisi,Malay village bombers members of the police officers of Malay members of the police officer
1,pembubabaran pengajian ustad khalid basalamah banser nu pembubabaran pengajian ustad khalid basalamah banser nu,The publication of the recitation of Ustad Khalid Basalamah Banser NU Pembabaran Ustad Ustad Khalid Basalamah Banser NU
1,foto helikopt tank dunia buatan turki pakistan foto helikopt tank dunia buatan turki pakistan,Photo of the World Tank Helicopt made by Turkey Pakistan Photo of the World Tank Helicopt made by Turkey Pakistan
1,es krim merek aic bosnya orang cina bahannya kimia siang sy mampir distributor es krim merk aic yg marak penetrasi bisnisnya yg terletak selatan tugu lilin makam haji spanduk bertulisan china iseng sy penjaga counter yg didepan pinggir jln bo nya orang mba jakarta solo orang china lho tau org china sdh ketemu tri nunjuk disebuah mobil avanza putih bosnya dlm mobil ngomongnya aja pake bh china asli china penasaran sy tunggu si bo mobil chino,"Ice cream brand AIC boss chinese people chemistry lunch sy stopped by the distributor of ice cream brand AIC which rife penetration of the business located south of the wax hajj tomb of the banner reading china idon sy guard counter-in front of the edge jln bob, mba jakarta solo chinese people, you know org china has found tri indicates in a white Avanza car boss in the car, just use the Chinese original Chinese curious, I waited for the Chino car"
1,video anak muslim disiksa budha myanmar video anak muslim disiksa budha myanmar,Muslim Children's Video Tortured by Myanmar Buddha Video Muslim Children Tortured by Myanmar Buddha
1,foto kerusuhan demo anti trump amerika serikat foto kerusuhan demo anti trump amerika serikat,photo of an anti trump demo riot United States photo of an anti trump demo riot United States
1,bentrok orma gerakan jaga indonesia fpi lpi hti kota bandung juli aksi demo tujuan gedung dpr mpr lakukan orang simpatisan pdi p komandoi boedi djarot dkk menginjak injak merobek membakar poster habib rizieq syihab berbuntut kota bandung bentrok orma gerakan jaga indonesia gji pdi p orma orma islam fpi hti lpi pembela penjaga pancasila nkri ulama akibatnya orang anggota ormasa gerakan jaga indonesia pdi p mati kena sabetan pedang lasykar fpi hti orang mengalami luka sabetan bahu bentrokan melua kebakaran pertokoan berdekatan marka pdi p lemparan bom molotov aparat polisi berani tkp,FPI FPI Movement FPI LPI LPI HTI July July Demo Action The purpose of the Parliament Building MPR Mr. PDI P Commando Boedi Djarot et al Stepping on Robek Burning Posters Habib Rizieq Syihab Shojumi Kota Bandung Clash of Indonesian Guard Movement GJI PDI P Orma Islamic Orma FPI HTI LPI Pancasila Guard Defenders NKRI Ulama As a result of a member of the Indonesian Movement Movement Movement in Indonesia PDI Dies to the Slabretan Sword Lasykar FPI HTI People suffered wounds Shoulder Shoulder Clashes of Melua Fire Shopping Adjacent PDI P Slock Molotov Bombs Police Officials Brave TKP
1,video kecelakaan maut air terjun uluk til belu ntt kecelakaan maut air terjun uluk til belu ntt,Video of Death Accident Waterfall Til Belu NTT NTT Accident Death Waterfall Til Belu NTT
1,aliran komuni gerakan pki bangkit pdip prijanto istilah petuga partai ketua pdip megawati soekarnoputri jokowi dinilai modu komunism istilah petuga partai pekerja partai tokoh pki dn aidit,Flow of Communion Movement of the PKI Risen PDIP Prijanto The term Petuga Party Chairperson PDIP Megawati Soekarnoputri Jokowi Rated MODU Communism The term Petuga Party Workers Party Workers Figure PKI DN Aidit
1,gubernur jakarta ani baswedan penghargaan terbaik dunia penanganan covid gubernur jakarta ani baswedan penghargaan terbaik dunia penanganan covid,Governor of Jakarta Ani Baswedan World's Best Award for Handling Covid Governor Jakarta Ani Baswedan World's Best Award Handling Covid
1,masyarakat new zealand belajar wudhu kabar terbaru new zealand subhanallah masyarakat new zealand pd belajar wudhu kumpul lapangan belajar mendalami islam allah allahu akbar sungguh allah maha pembolak hati manusia,New Zealand Society Learning New Zealand New News New Zealand Subhanallah Society New Zealand PD Learning ablution Field Learning to Due to Islam Allah Allahu Akbar Really Allah Almighty Heart Heart
1,polisi india indonesia kabar terkini polisi india indonesia menertibkan masyarakat yg tdk tinggal rumah siapkan pantat minyak gosok,Indian Indonesian Police Latest News Indian Police Indonesia Conduct People Who Don't Stay Home Prepare Butt Oil Rub
1,pasukan tentara membantu melawan viru corona new york militari vehicl arriv in manhattan new york wuhan coronaviru,Army troops help fight Viru Corona New York Militari Vehicl Arriv in Manhattan New York Wuhan Coronaviru
1,video keluyuran diluar rumah malaysia ditembak api pakai drone keluyuran diluar rumah malaysia ditembak api pakai drone,The wandering video outside the Malaysian house was shot by fire using a wandering drone outside the Malaysian house shot by fire using a drone
1,antisipasi corona bumn dki ditutup antisipasi corona bumn dki ditutup,Anticipation of Corona BUMN DKI closed anticipation of Corona BUMN DKI closed
1,jokowi halal dilengserkan manusia yg gk nilai dn kuwalita gk mnjdi apapun negeri,"Jokowi Halal was deposed on a human that I didn't value the quality, I don't work anything"
1,sandiwara dagelan koplax perskusi viralkan laporkan maaf memaafkan sandiwara dagelan koplax perskusi viralkan laporkan maaf memaafkan sakit jiwa kali ya,"Dagelan Koplax Theat Pemukusan Perheculus Report Sorry forgive forgulating Koplax Creating Printed Report Sorry forgive forgiveness, huh"
